5000000 , 56 , 7.967 , 7.209
5000000 , 55 , 9.091 , 9.363
5000000 , 57 , 7.636 , 7.109
5000000 , 53 , 7.859 , 7.838
5000000 , 55 , 7.745 , 7.315
5000000 , 56 , 7.604 , 6.585
5000000 , 57 , 7.334 , 7.515
5000000 , 54 , 8.009 , 7.148
5000000 , 55 , 7.856 , 7.566
5000000 , 55 , 7.440 , 8.212
5000000 , 57 , 7.768 , 7.659
5000000 , 57 , 7.558 , 7.576
5000000 , 55 , 7.641 , 8.050
5000000 , 55 , 7.801 , 6.940
5000000 , 57 , 7.718 , 6.916
5000000 , 55 , 7.745 , 6.941
5000000 , 58 , 7.877 , 6.710
5000000 , 57 , 8.014 , 6.970
5000000 , 56 , 7.720 , 6.757
5000000 , 57 , 7.545 , 7.726
5000000 , 53 , 7.836 , 8.988
5000000 , 54 , 8.213 , 6.630
5000000 , 56 , 7.829 , 7.305
5000000 , 54 , 7.900 , 7.261
5000000 , 56 , 8.167 , 6.826
5000000 , 57 , 7.675 , 8.266
5000000 , 55 , 7.689 , 8.063
5000000 , 54 , 7.632 , 9.110
5000000 , 55 , 8.554 , 8.009
5000000 , 58 , 8.798 , 6.398
5000000 , 58 , 8.495 , 8.162
5000000 , 55 , 7.834 , 7.988
5000000 , 56 , 7.607 , 8.414
5000000 , 54 , 7.746 , 7.015
5000000 , 55 , 7.457 , 6.802
5000000 , 52 , 7.478 , 6.777
5000000 , 54 , 7.597 , 7.376
5000000 , 59 , 7.789 , 7.046
5000000 , 56 , 7.668 , 8.435
5000000 , 59 , 7.746 , 7.172
5000000 , 52 , 7.837 , 6.987
5000000 , 54 , 8.158 , 6.841
5000000 , 53 , 7.617 , 7.445
5000000 , 54 , 7.394 , 7.737
5000000 , 62 , 7.637 , 8.055
5000000 , 58 , 7.470 , 7.836
5000000 , 54 , 7.947 , 7.283
5000000 , 52 , 7.773 , 7.224
5000000 , 56 , 7.843 , 7.324
5000000 , 54 , 8.172 , 6.678
5000000 , 54 , 7.675 , 7.448
5000000 , 59 , 8.186 , 7.325
5000000 , 58 , 7.905 , 7.159
5000000 , 53 , 7.801 , 6.879
5000000 , 53 , 7.642 , 7.038
5000000 , 54 , 7.851 , 7.293
5000000 , 55 , 7.622 , 7.186
5000000 , 55 , 7.914 , 7.487
5000000 , 54 , 7.867 , 8.164
5000000 , 60 , 8.061 , 6.971
5000000 , 56 , 7.864 , 7.026
5000000 , 55 , 7.655 , 6.885
5000000 , 57 , 7.880 , 6.776
5000000 , 54 , 8.013 , 6.942
5000000 , 57 , 7.728 , 6.673
5000000 , 58 , 7.642 , 6.708
5000000 , 56 , 7.785 , 6.856
5000000 , 53 , 7.845 , 6.715
5000000 , 61 , 7.771 , 6.864
5000000 , 56 , 8.010 , 6.643
5000000 , 57 , 7.834 , 6.743
5000000 , 55 , 7.691 , 7.241
5000000 , 58 , 7.790 , 7.472
5000000 , 55 , 7.822 , 6.993
5000000 , 58 , 7.929 , 6.934
5000000 , 61 , 7.939 , 7.185
5000000 , 52 , 8.293 , 6.823
5000000 , 55 , 7.854 , 8.036
5000000 , 55 , 9.456 , 7.681
5000000 , 54 , 8.328 , 6.509
5000000 , 55 , 7.638 , 7.101
5000000 , 57 , 8.481 , 7.035
5000000 , 61 , 9.140 , 6.724
5000000 , 56 , 8.295 , 6.732
5000000 , 58 , 8.259 , 8.074
5000000 , 60 , 7.581 , 7.723
5000000 , 56 , 7.470 , 7.474
5000000 , 54 , 7.930 , 7.399
5000000 , 55 , 8.300 , 6.419
5000000 , 57 , 7.343 , 7.912
5000000 , 54 , 7.662 , 7.764
5000000 , 56 , 7.607 , 6.714
5000000 , 55 , 7.617 , 6.802
5000000 , 58 , 7.413 , 7.685
5000000 , 57 , 7.803 , 7.764
5000000 , 54 , 7.595 , 7.362
5000000 , 55 , 8.043 , 6.745
5000000 , 56 , 8.924 , 6.945
5000000 , 54 , 8.034 , 7.102
5000000 , 53 , 7.805 , 8.415
